681,675	10,75
682,431	12,75
683,187	9,75
683,943	8,75
684,699	6,75
685,455	12,75
686,21	11,75
686,966	9,75
687,722	5,75
688,477	3,75
689,233	7,75
689,988	6,75
690,743	7,75
691,498	6,75
692,254	10,75
693,009	7,75
693,764	2,75
694,519	2,75
695,273	7,75
696,028	6,75
696,783	6,75
697,537	0,75
698,292	2,75
699,046	11,75
699,801	5,75
700,555	7,75
701,309	4,75
702,064	4,75
702,818	0,75
703,572	-1,25
704,326	8,75
705,079	4,75
705,833	5,75
706,587	2,75
707,341	0,75
708,094	2,75
708,848	-0,25
709,601	3,75
710,354	-2,25
711,108	0,75
711,861	3,75
712,614	4,75
713,367	-1,25
714,12	-4,25
714,873	3,75
715,625	0,75
716,378	1,75
717,131	-7,25
717,883	5,75
718,636	-1,25
719,388	5,75
720,141	1,75
720,893	-2,25
721,645	0,75
722,397	1,75
723,149	0,75
723,901	4,75
724,653	-2,25
725,405	-2,25
726,157	0,75
726,908	3,75
727,66	-1,25
728,412	2,75
729,163	-0,25
729,914	4,75
730,666	-0,25
731,417	-2,25
732,168	1,75
732,919	5,75
733,67	7,75
734,421	-6,25
735,172	2,75
735,923	0,75
736,673	3,75
737,424	-0,25
738,174	3,75
738,925	-3,25
739,675	-4,25
740,426	-1,25
741,176	0,75
741,926	2,75
742,676	8,75
743,426	-0,25
744,176	-7,25
744,926	-0,25
745,676	2,75
746,425	-2,25
747,175	0,75
747,925	5,75
748,674	1,75
749,424	-5,25
750,173	4,75
750,922	1,75
751,671	4,75
752,42	-1,25
753,169	-3,25
753,918	1,75
754,667	-0,25
755,416	4,75
756,165	0,75
756,914	2,75
757,662	3,75
758,411	-4,25
759,159	-0,25
759,907	-1,25
760,656	1,75
761,404	0,75
762,152	2,75
762,9	-0,25
763,648	1,75
764,396	-1,25
765,144	-0,25
765,892	-4,25
766,639	2,75
767,387	0,75
768,134	-1,25
768,882	-2,25
769,629	2,75
770,376	-3,25
771,124	1,75
771,871	-3,25
772,618	-3,25
773,365	-3,25
774,112	4,75
774,859	2,75
775,605	-2,25
776,352	-1,25
777,099	-4,25
777,845	0,75
778,592	1,75
779,338	2,75
780,084	-0,25
780,831	-0,25
781,577	1,75
782,323	-1,25
783,069	1,75
783,815	-1,25
784,561	-9,25
785,307	0,75
786,052	-2,25
786,798	-1,25
787,544	7,75
788,289	-2,25
789,034	5,75
789,78	-0,25
790,525	-1,25
791,27	3,75
792,015	0,75
792,76	-0,25
793,505	2,75
794,25	-0,25
794,995	0,75
795,74	-1,25
796,484	0,75
797,229	-2,25
797,974	-3,25
798,718	0,75
799,462	-1,25
